,id,box
22261,79a7d55733853642,0.13 0.33 0.42 0.77
273,9cf81bf8fa9e69dc,0.20 0.16 0.65 0.77
18277,759b7331156716d5,0.28 0.18 0.82 0.80
32275,2b35dc9e785da22d,0.06 0.00 1.00 1.00
30960,eaac4ee10549ff3c,0.12 0.00 0.72 1.00
2378,b4be82a141edda48,0.04 0.00 0.82 1.00
16684,656816f0beae74a5,0.10 0.14 0.94 0.84
5921,2aea67405dc22dca,0.05 0.05 0.94 0.95
22281,df7c45bcd1e026d9,0.17 0.20 0.87 0.96
15711,9cb8f3687d928f46,0.00 0.00 0.97 1.00
26589,fdb5003f3fc4ecc1,0.04 0.00 1.00 1.00
4752,2e3cb1ce39be1f0d,0.27 0.48 0.69 1.00
30054,31bbff44323430f9,0.18 0.49 0.62 0.73
27916,49710cc2d828c85e,0.33 0.15 0.81 0.84
19721,62e7d760b023c68f,0.00 0.33 0.88 0.75
2865,2a573ee59c44067a,0.25 0.22 0.50 0.53
16180,7b489a510d7cc098,0.15 0.06 0.83 1.00
1337,729ede49d028f984,0.00 0.00 1.00 1.00
32068,7911340d2e05ed81,0.00 0.00 1.00 1.00
32279,9ac5f3fe329a5f4c,0.03 0.21 0.89 0.90
31687,308b30c168a3d80c,0.04 0.00 0.98 1.00
558,2b46d0ed5b134c40,0.03 0.00 0.96 1.00
11139,73fba727e06db05e,0.00 0.00 0.61 1.00
19543,8da6569609d2764a,0.28 0.00 1.00 0.73
6283,c1d74e2e005c811a,0.00 0.00 0.66 0.89
18598,659f169974dff65a,0.27 0.22 0.90 0.35
8977,2b2bf43c670ed437,0.10 0.00 0.75 1.00
12061,76ac207d748b4e91,0.07 0.00 1.00 1.00
26425,6265b0f042547429,0.43 0.00 0.88 0.87
21401,ff6f04d7a610a0ed,0.29 0.00 0.56 1.00
29400,23830fe2487df9ed,0.08 0.27 1.00 1.00
16915,6210ccc5671baad3,0.00 0.10 1.00 0.66
7033,6487de72f6611b22,0.00 0.00 0.68 1.00
1873,9949f959e11e9837,0.09 0.17 0.87 0.97
21234,2b90875d5a1c58fb,0.15 0.00 0.47 0.63
26144,aa9ca5b33688ba94,0.00 0.13 1.00 1.00
21224,9f37fc5a4b2ceab7,0.19 0.00 0.48 1.00
19959,2a220024dd2d1fe5,0.28 0.17 0.60 0.91
23250,7573c1739e88a386,0.00 0.00 0.56 1.00
31924,60b8bccbd99301f4,0.42 0.36 0.57 0.45
15673,49cacce074056c0d,0.16 0.09 0.66 0.94
9423,328a6ece766e0ae5,0.14 0.40 0.66 0.76
28621,301e0f8b73d9ab8e,0.07 0.21 0.86 0.87
20352,63164dcd35b2e7d4,0.01 0.38 0.42 0.61
17242,2b9495673ec8914e,0.00 0.00 0.75 1.00
4538,7b413c6d067f7a09,0.00 0.10 1.00 1.00
20166,76656dbbf36edc7c,0.00 0.00 0.99 1.00
27817,2ae8496bd9c54fd2,0.08 0.14 0.67 0.78
19437,7ab49005e1f3c728,0.02 0.00 0.77 1.00
4968,30bf867bc364c86e,0.00 0.00 0.92 1.00
14701,9ccd83930b3beba7,0.06 0.00 0.51 1.00
29452,9ca07547c5b54eee,0.26 0.00 0.93 1.00
15789,9445d9646d6312bc,0.00 0.00 1.00 1.00
29238,2bd7777546622a37,0.14 0.15 0.84 0.96
9818,f45a135bd2b73ee5,0.16 0.19 0.95 0.96
26737,2ae718e735b9dfa5,0.19 0.18 0.80 0.90
19957,2ae77546f8717fd8,0.18 0.49 0.62 0.81
11434,f0831cf9e63101f2,0.44 0.24 0.63 1.00
17447,b6085d652c435df0,0.08 0.00 0.93 0.85
8070,621a481563350fd8,0.10 0.04 0.82 1.00
8472,7c5fee9691722806,0.00 0.31 0.41 1.00
31127,b3f35f950ef3658d,0.51 0.00 1.00 1.00
9445,9f1ce151d5255b9b,0.14 0.03 0.81 0.94
19268,2ba7640ca974602a,0.22 0.00 1.00 1.00
6621,fd1aa38924eda34a,0.20 0.00 1.00 1.00
10059,6056a316e8f5ec5d,0.00 0.48 0.57 0.75
25110,514ea2693bd5f7d6,0.00 0.06 0.98 1.00
10069,b3df23aee2cfb110,0.16 0.00 1.00 1.00
29395,2a2889e20f15c6cf,0.33 0.41 0.50 0.68
26886,2ef47de621fcb0e8,0.15 0.24 0.55 0.77
23513,61aa54c4a9171124,0.01 0.13 0.75 0.95
17452,2ecb5cd0a854bb09,0.24 0.16 0.48 0.96
10928,9d31a07e07a2460c,0.12 0.00 0.63 1.00
17863,2dc892c1c1809537,0.40 0.24 0.84 0.98
2773,f430910bf7cf55f0,0.00 0.00 0.74 0.65
11685,33bef9b6b67b51f8,0.00 0.00 1.00 1.00
19887,2ca7a0d4ba734640,0.43 0.00 1.00 1.00
4080,2c1fb74efb981a31,0.36 0.00 1.00 1.00
13601,743a1862676139ca,0.04 0.18 0.74 0.81
19330,61c6297a0e1addbd,0.11 0.08 0.92 0.93
4545,7d0c8587bde37988,0.00 0.04 0.93 0.93
21110,2e4e24e64b105c57,0.20 0.29 0.80 0.72
26993,33e3f9b21c873b9b,0.31 0.00 1.00 1.00
13963,fd5e0732605499c3,0.12 0.00 0.84 0.98
4970,2b7a11bf78faf015,0.47 0.00 0.79 1.00
15650,7b8d2ec6e06b7d73,0.00 0.28 1.00 1.00
7587,2ab1556cf50d509f,0.49 0.00 0.98 1.00
19216,9b20409b565dfb4c,0.00 0.13 0.94 1.00
3010,fc3d6590caecfa20,0.19 0.12 0.78 0.96
18308,616024fd6b08e7fd,0.11 0.00 0.89 0.57
8048,9e1a3bcdcb9f41c2,0.38 0.06 0.90 1.00
30394,32a2ac27d13356e4,0.41 0.00 0.70 0.56
14568,6281a5747cf99b89,0.09 0.43 0.50 1.00
9835,2cb45e9430d09a66,0.22 0.12 1.00 0.82
9419,9a54fb11a091602a,0.67 0.10 0.89 0.69
5427,b60379f15cd0c933,0.32 0.00 0.81 0.43
20497,dfab47950e390da4,0.38 0.46 0.44 0.60
4736,311e80b31eff1879,0.00 0.00 0.68 0.88
23332,ec8ff1ac4948ccfd,0.07 0.00 0.96 1.00
14878,30fcfab109fad49a,0.08 0.00 1.00 1.00
22208,2c469d684ec058ee,0.00 0.00 0.58 1.00
28173,79d6872dd8dc2209,0.00 0.12 0.86 1.00
2499,2ca78fada0ef2e20,0.00 0.00 0.63 1.00
11666,3014945b03b2d457,0.00 0.00 0.88 1.00
31152,62dd5569104b6720,0.19 0.00 0.67 0.41
15069,c0ce69e42bf0f262,0.18 0.10 0.81 0.81
16113,2b0640b539e7bbb7,0.49 0.03 0.77 0.58
9759,9ffc108977a9291f,0.52 0.00 1.00 1.00
3388,ac4ed197207acfa3,0.47 0.07 0.96 1.00
2838,c219e5792a8c1822,0.07 0.00 1.00 0.82
28848,2d71325f6ffa763e,0.02 0.00 0.74 1.00
13305,2ca182fc45201bc3,0.14 0.01 1.00 1.00
3553,b6d8b97e5cd9f75e,0.00 0.00 0.64 1.00
2445,33a9e4062a240b5e,0.30 0.00 0.59 0.99
10228,2eb3386c9a6322d8,0.18 0.00 0.73 1.00
4629,2b992ff4c3adbceb,0.01 0.00 1.00 1.00
9760,9e71a196f9cd99bc,0.08 0.27 0.72 0.68
5175,2bfd62c0f65a382e,0.07 0.30 0.36 0.66
28205,2b394c4d5eb31131,0.03 0.11 1.00 0.82
19433,74538a635c63a381,0.00 0.13 0.77 0.88
3747,6411125f9ee6e0da,0.10 0.24 0.72 0.84
3339,2d305df8195cb0ae,0.00 0.00 1.00 1.00
3826,ba9b94b2baf903eb,0.00 0.08 1.00 0.97
12261,2a0f4ab316d91422,0.08 0.48 0.59 0.62
12422,3059f8cce8573429,0.14 0.00 1.00 1.00
12375,2bcd0fa8d03adc5d,0.00 0.00 0.76 1.00
9443,ec7272df4e11888f,0.33 0.47 0.76 0.59
25287,b8a264ba3131aa46,0.32 0.00 1.00 1.00
8370,ff9ace3847594374,0.03 0.00 1.00 1.00
21383,9cebf916aa711e38,0.04 0.00 0.97 0.83
27688,605c04574f4e7e8a,0.38 0.17 0.62 0.63
27400,b740552d47c19229,0.18 0.00 0.71 0.94
28234,2a11cb750e58d1d4,0.07 0.00 1.00 1.00
10304,fd8a71c62852d956,0.15 0.02 0.92 0.88
2706,7932a8a9ea14428d,0.04 0.28 0.47 1.00
31746,ac31511c6c535891,0.00 0.00 0.93 0.74
29865,ad6dc419ba7e5745,0.01 0.00 0.85 1.00
3282,2b4070289a3d9ee3,0.40 0.20 0.99 0.82
27352,f071c439aa7e635f,0.06 0.03 0.97 0.85
4329,2c5759b76f76a858,0.00 0.00 0.90 0.87
2080,b0d4f0e66a07119b,0.15 0.10 0.73 0.87
25099,7a99d718806e9296,0.28 0.00 1.00 1.00
27229,2e84562aa477cc4a,0.12 0.09 0.81 0.99
24941,dfc5db813b4453a0,0.00 0.00 0.45 0.90
14541,ec05142ac3e6d860,0.44 0.00 0.80 0.40
20854,30068fcfc5899f04,0.24 0.00 1.00 0.81
820,2ac51336528afba1,0.02 0.00 1.00 1.00
13225,60a25f75d407835a,0.19 0.45 0.71 0.60
13380,2ae9a3667a535c27,0.27 0.02 0.96 0.96
23956,2e8842e43f12cbc1,0.48 0.47 0.72 0.75
13816,64015b0f6b38a2d4,0.00 0.31 1.00 0.84
15975,eb54e5ab8448c6e0,0.06 0.00 1.00 1.00
27672,6518a2d619e1fae7,0.12 0.22 0.87 0.60
12354,2b26843ad27d01c8,0.13 0.00 0.58 0.99
29856,2cd2feefdb08aad2,0.23 0.00 1.00 1.00
23616,2a79b62257709188,0.22 0.15 0.62 0.80
22158,788ad13d9289abc1,0.43 0.00 1.00 1.00
15778,2ad97b70d7c88787,0.29 0.00 1.00 1.00
28339,650535a711dc1bda,0.05 0.09 0.90 0.92
18567,dff86561ed7d9a7f,0.01 0.00 1.00 1.00
6703,2a9163de6bf9ab34,0.43 0.00 0.68 0.68
13529,60d5f903fc729c03,0.00 0.00 1.00 1.00
18789,7710f1a727aa8d25,0.00 0.00 0.50 1.00
31855,8df7e482f4ad038e,0.08 0.00 0.78 0.93
17670,76a4c05e811d1e8e,0.23 0.00 0.88 1.00
31708,7442f561bb5ac8e1,0.16 0.00 0.81 0.74
30871,625ae19a3b7bb0fe,0.24 0.07 0.89 0.93
32236,b88f31fbcc91311c,0.29 0.53 0.94 0.79
27753,2addea8bff056f89,0.00 0.26 0.91 1.00
6981,64dae5dd7e388a0a,0.46 0.05 0.73 0.72
28462,2c5d6fa940ee38db,0.11 0.00 0.87 1.00
585,2ab824e3def56b95,0.00 0.40 0.73 1.00
15118,2ddb5beb948cd54e,0.10 0.06 0.91 0.88
11541,9ebcfffa44b2c38e,0.00 0.23 0.58 0.85
5072,fbb2c1d0f3e8a292,0.29 0.00 0.76 1.00
29585,32f073c3fe3e8856,0.03 0.12 0.93 0.91
28840,2a30951fa63e4191,0.19 0.44 0.53 0.82
16650,7c31315bbd60c73c,0.33 0.40 0.68 0.55
27235,7956d48bd41817b2,0.00 0.23 0.74 0.95
25184,32a1e854156734d0,0.06 0.00 0.58 1.00
12712,fff3e4c8533d2d48,0.32 0.18 0.72 0.79
21398,b757fc139b23bf93,0.21 0.00 0.78 0.81
6725,f07422295719ac41,0.00 0.00 1.00 1.00
4652,dfdbdc9783846ffb,0.00 0.00 0.91 1.00
8764,9fe01265341c62d0,0.15 0.42 0.98 0.85
5162,7b2f5577c367c32e,0.17 0.60 0.32 0.95
17941,affb601d3a7a29ab,0.00 0.00 1.00 1.00
30599,65a0aefcc1e137e7,0.00 0.22 0.70 0.78
24615,623902f72f0ce950,0.05 0.38 0.88 0.83
23023,49d5f5dfad7f69a8,0.00 0.00 1.00 1.00
7761,7b3befe413e2711e,0.18 0.00 0.54 0.36
16456,2b61407a99dbced8,0.39 0.01 0.61 1.00
1332,64bf007c1c5d9fc5,0.39 0.27 0.77 1.00
29704,9d0691ae75aa2ddd,0.01 0.00 1.00 1.00
25686,649efbf53b21b492,0.00 0.00 0.40 0.93
13365,6494de56142d63af,0.04 0.06 0.71 0.67
15735,2b842b18a786664f,0.00 0.01 1.00 1.00
9987,2a7840560ab21c09,0.06 0.43 0.31 0.56
21805,7788ceefa5a5ccb4,0.00 0.00 0.48 0.74
18555,2df3ffa91ff528d6,0.03 0.00 1.00 1.00
4835,2b37dfed51d052f6,0.34 0.35 0.85 0.47
30095,f44970d441bddb33,0.04 0.24 0.92 0.81
27380,f04156790f216e66,0.00 0.00 0.56 1.00
24750,b1e54466fe488815,0.00 0.00 0.96 1.00
16962,af64f11d073f66c8,0.00 0.00 1.00 1.00
24886,b7cb8a6aa38c7e0d,0.04 0.59 0.30 1.00
24028,2a619ca4392d98f4,0.20 0.43 0.62 0.66
11930,2af3690001819358,0.18 0.00 0.90 0.75
6906,342ea19a543f38c9,0.00 0.54 0.77 1.00
26456,2e27567fb408dcec,0.16 0.00 1.00 1.00
18724,f15b37747289bd97,0.00 0.07 1.00 0.60
19570,abbae326317dbdde,0.03 0.00 0.79 1.00
19648,4f50b1a81fbe69a8,0.10 0.19 0.66 0.55
18150,77893a96d84dd289,0.00 0.00 0.63 1.00
2032,97167853872a0c22,0.24 0.00 0.89 1.00
17027,60c8ba8645e29a1c,0.13 0.00 0.80 1.00
18176,9d3b95ef95780c2b,0.29 0.10 0.63 0.64
14874,b0427748d256b8db,0.17 0.00 0.52 1.00
17938,79810cb140decf2d,0.13 0.45 0.65 0.57
17683,49cfad2a2581fabf,0.24 0.00 0.65 0.36
9014,2b3141185317601e,0.03 0.29 0.94 0.52
18993,2a7cce7c3e818124,0.26 0.39 0.77 0.69
23767,9cb940a1f0bddc4f,0.49 0.40 0.64 0.86
24428,af94764d2ebbe9ba,0.00 0.00 0.60 1.00
19506,4f511fbc16190004,0.41 0.00 1.00 1.00
15379,795afc7da2356bf9,0.00 0.18 0.54 1.00
23805,2a6629f79451fc9f,0.00 0.00 1.00 1.00
29927,308d1e56ba7f3ea0,0.00 0.36 0.68 0.70
29323,fce24e037f4c50c7,0.23 0.57 0.41 0.75
23321,b01dce4eca8420cb,0.12 0.14 0.84 0.89
24127,2e7305dba75177b1,0.12 0.32 0.59 1.00
30971,2d03a0f5e0fe9766,0.00 0.00 1.00 0.94
10104,62d193d11d299994,0.00 0.16 0.78 1.00
5863,3041d9430a1c9eed,0.00 0.00 1.00 1.00
841,611d29a6a37d61d8,0.21 0.00 1.00 1.00
32263,3099706003bb2bbb,0.25 0.00 0.89 1.00
20847,60a1d286674730f7,0.54 0.34 0.82 1.00
14040,2ab3ff4291defd24,0.00 0.00 0.94 1.00
24617,2a76733f2bfd184b,0.12 0.08 0.58 0.98
9444,6266507511f57c14,0.00 0.25 0.95 1.00
28919,4995d1fcd91786d6,0.11 0.00 1.00 1.00
28279,93fc6413eb0dc6e1,0.43 0.00 1.00 1.00
19576,2a46e2f56d229d4c,0.05 0.32 0.65 0.91
15296,7b0a33a97157a400,0.39 0.24 0.63 0.29
21068,319d9ae59f692ac7,0.67 0.01 1.00 0.77
25177,2c3c6a0bc7d92fd3,0.00 0.00 0.84 1.00
7243,aecc3f249b1ab962,0.00 0.00 1.00 1.00
5457,2c0ab3ca4dfba8d1,0.15 0.00 0.61 1.00
25429,769ace16f74d8b47,0.15 0.00 0.71 0.84
31050,2ed4d5dc329cca7f,0.08 0.31 0.55 0.92
3751,9ff77d0999ae2f9b,0.00 0.00 1.00 1.00
1117,78c82267324c7628,0.19 0.24 1.00 0.64
26880,1049ec9515502ed6,0.04 0.00 1.00 1.00
20950,2d86b691148a1458,0.12 0.39 0.91 1.00
7562,2b47f4a17fdd75a6,0.14 0.00 0.79 1.00
2070,9aebfee36386c8ba,0.25 0.12 0.50 1.00
13166,2b239bcfab7c2e09,0.27 0.21 0.99 0.72
24885,73dc3562f159cfad,0.00 0.00 0.75 0.92
5919,ad620c1a94c563f3,0.20 0.00 1.00 1.00
20893,2eb5fb49e3740821,0.03 0.00 1.00 0.89
14050,6063af182a69ba96,0.20 0.00 1.00 1.00
3761,612570b4ca67d36f,0.06 0.11 1.00 0.98
10376,2c0b853fcc923900,0.00 0.09 0.51 1.00
22284,2e45ade95f855be8,0.35 0.00 0.65 1.00
21247,2aaa7d1be87f9a1b,0.21 0.00 0.67 0.96
7436,de3943d808f3e282,0.02 0.00 0.65 1.00
26399,2e0f157920a67869,0.25 0.64 1.00 1.00
25802,2e218172aef10931,0.56 0.39 0.70 0.49
6076,b06143c05732bdbe,0.05 0.23 0.76 0.74
27900,2a66512ee6af4bf0,0.26 0.38 0.54 0.94
23683,2c9ca7baa912c1ac,0.00 0.00 0.86 1.00
16002,6280cb0890dde3f1,0.00 0.08 0.68 0.95
16793,7576f1b58091399b,0.00 0.31 0.70 0.56
2956,2eb47b5f85af12c6,0.05 0.23 0.84 0.67
19903,6048372605c61dea,0.00 0.00 0.93 1.00
21882,ad2a2a28ae6b8ec1,0.00 0.00 0.99 1.00
3149,7956241a9759822d,0.15 0.00 1.00 1.00
4983,2a5eccbd04fb523d,0.41 0.12 0.98 0.51
29542,9cce4c4ff4581902,0.00 0.00 1.00 1.00
31068,59a3ea1438ab1e70,0.05 0.16 0.99 0.85
1677,2c1d3cbb5bbd7777,0.40 0.00 0.58 0.98
23014,b23059c914427299,0.00 0.00 1.00 1.00
24828,fdacb914919276c6,0.16 0.46 0.32 0.72
3775,32f190bc96defcf1,0.26 0.33 0.48 1.00
12896,2e1575968a05e704,0.00 0.00 1.00 1.00
29078,ae380a0c9a71e6bb,0.17 0.00 1.00 1.00
25203,5a216f8b75795428,0.12 0.26 0.98 0.59
857,de329882aa1412c2,0.02 0.00 0.76 1.00
21278,2b9c67a42a090feb,0.08 0.00 1.00 1.00
31460,2b38c2f001b4914c,0.10 0.08 0.62 1.00
24916,2a8fd023eb6e42d2,0.21 0.00 1.00 0.75
22019,2cb551473c285810,0.09 0.35 0.73 0.76
6802,2b3b5441a79a86c8,0.48 0.00 1.00 1.00
4950,2eec2251aacd0cca,0.00 0.00 1.00 1.00
30870,7c7f74a0a9cfac88,0.09 0.50 0.81 1.00
14005,338f2aa4f5a9b21a,0.29 0.30 1.00 1.00
29824,2b58e70475b735e6,0.01 0.00 1.00 1.00
11818,ea5c09c26ce86d5a,0.00 0.00 1.00 1.00
21272,b5214a4155b7761f,0.37 0.60 0.94 0.95
24124,dffd12b457f20fce,0.04 0.06 0.42 0.68
182,2ae5b8d238471536,0.02 0.00 1.00 1.00
13737,748567b6ce7a1f03,0.00 0.00 1.00 1.00
20714,64472f8958afacc3,0.19 0.10 0.81 0.49
7639,2dbadc51e6c6e429,0.36 0.00 1.00 1.00
13254,33ac0cc43cb44353,0.34 0.03 0.76 1.00
19682,b6afd86402e339df,0.38 0.00 0.63 1.00
11789,2c35502e3680e940,0.20 0.00 0.75 1.00
11639,b3cba78cc7897ba8,0.21 0.10 0.69 0.73
13608,2ac5eba68b28f64d,0.00 0.10 0.76 0.96
876,7642860e698afc29,0.11 0.62 0.54 1.00
27942,aac55f53bb728e98,0.02 0.00 0.48 1.00
31226,ae062a657dbd9693,0.00 0.00 0.64 1.00
9186,64ca503a38713c21,0.04 0.13 0.86 1.00
9757,5a07ba7ccea94ff1,0.00 0.00 1.00 1.00
5055,508e112e77573def,0.01 0.15 0.86 0.79
1970,74b19b23fb0ea911,0.10 0.22 0.44 1.00
14034,b403a0682352a96a,0.02 0.02 1.00 1.00
31593,2a90aa26743f56d2,0.20 0.00 0.78 1.00
20532,32b76a421ef1eb1c,0.56 0.00 1.00 1.00
18098,2efcb6533ca9637e,0.35 0.00 1.00 1.00
16619,9e782fd0cf923e4c,0.12 0.49 0.75 1.00
32292,7576762c27679860,0.00 0.63 0.36 1.00
19744,b17e2a93f1017dff,0.14 0.00 0.93 1.00
7682,4965fab771d77562,0.20 0.00 0.89 1.00
769,2b0514b734b1c08e,0.02 0.22 0.87 0.88
31702,9fcc9c6e580e6b64,0.13 0.00 0.64 1.00
14229,7bca71e6b3a39780,0.31 0.09 0.59 1.00
21091,2ab540bb96bf4e14,0.00 0.29 1.00 1.00
9198,340aaeb9e4eb4978,0.00 0.18 0.95 1.00
26873,7387a8a71951f05e,0.00 0.00 1.00 1.00
6676,786f455c17355340,0.27 0.32 0.64 0.58
265,61a3523b577e1487,0.35 0.35 0.67 1.00
28092,73bf632b262fbf19,0.26 0.12 0.43 0.92
9469,abbe5d7224748d53,0.35 0.12 1.00 1.00
28246,60327e080de1df90,0.40 0.17 0.85 0.70
32274,b68566a1a2a0bec6,0.02 0.03 1.00 1.00
28058,ad43e74b76795e6f,0.00 0.00 0.81 1.00
2544,f1b5de502616cd7c,0.32 0.37 0.65 0.96
13089,2dc550af708e0ad8,0.07 0.00 1.00 0.86
6572,31a8aae8f920a9ea,0.00 0.00 1.00 1.00
3445,2aba60e4617808b7,0.22 0.21 0.60 1.00
7294,33feae36972a8cd8,0.00 0.00 1.00 1.00
11150,2b7cbb69e6be4022,0.00 0.00 1.00 1.00
13071,64d69a39805cf84a,0.23 0.00 0.68 1.00
3815,d0cb9303b67502b7,0.08 0.00 0.80 1.00
17399,2eb6e91a82c14e7d,0.00 0.00 0.72 1.00
12272,76cf5ca6ceba1280,0.11 0.00 0.77 0.93
18440,fdebdad6d4c64783,0.00 0.00 0.68 1.00
26861,ffed415cc0459b7a,0.00 0.00 0.85 1.00
27593,60c8f49a5744b67a,0.48 0.00 0.83 1.00
29094,2c891d5fe968a8da,0.00 0.22 0.95 0.84
13141,60a1b068622a0a58,0.06 0.00 0.91 1.00
16671,2c60e3f7b9a29c2b,0.22 0.20 0.67 0.95
6779,b66193136d69c596,0.07 0.00 1.00 0.87
13226,315411c8cdf96184,0.00 0.00 1.00 1.00
9344,2aaffa46de5b70b2,0.20 0.27 0.77 0.86
13773,33c6775eedec12d3,0.13 0.00 0.55 0.86
18174,49bc93a6df7eaf71,0.04 0.45 0.95 0.68
5914,2e9d6225a31214ff,0.00 0.17 0.98 0.87
7168,64f487b6efbfee2b,0.16 0.49 0.64 0.54
11228,2b6851bc3cc217dd,0.46 0.00 1.00 1.00
18155,33736b46565e0d9b,0.00 0.00 0.94 1.00
19184,2ebb8774cd59e7e5,0.02 0.28 0.61 0.86
29029,b47b2709fcb34ead,0.15 0.00 0.58 0.75
8676,4ee26ee1f445e58f,0.01 0.00 0.91 1.00
11784,af22e5e08ab12484,0.14 0.05 0.74 0.96
921,2a7b016ead2ec77d,0.40 0.15 0.95 0.62
32085,2bcc996f0bae9515,0.04 0.07 0.36 0.45
31430,497717e91e997a59,0.00 0.24 0.78 0.94
31173,2e3b1b36cfec6946,0.00 0.00 0.51 1.00
15315,2ceee532e823b156,0.08 0.58 0.91 0.73
18102,2b921859f717e593,0.59 0.15 0.80 0.60
21117,2ac7455f5dde3007,0.11 0.00 0.75 1.00
15712,df8655e78439dec5,0.00 0.00 0.97 1.00
16290,495f3e7ca00e18b4,0.08 0.17 1.00 0.73
6843,9e54aeba48fa9860,0.02 0.04 0.93 0.87
7851,57a178e87558a2a2,0.00 0.21 0.86 0.80
17824,624ad99516cd40f0,0.04 0.00 1.00 1.00
29285,fd6c28dddd8d91ed,0.40 0.36 0.97 1.00
7672,2c0798fc61957295,0.00 0.19 0.72 0.79
20586,2d2eed8b59317bba,0.00 0.00 0.92 1.00
19868,b6eb51a09f172f40,0.32 0.00 0.70 0.85
21687,f0939fd80365b982,0.16 0.00 1.00 1.00
21179,33715b83ad227f1d,0.00 0.00 1.00 1.00
22522,9fb0a2537eb530bb,0.00 0.00 1.00 1.00
29240,2e16cb2aefb81bf7,0.00 0.00 0.81 0.90
2407,2c620b6839f3b943,0.03 0.00 0.92 1.00
13676,2df820f1798363f2,0.06 0.45 0.59 0.87
6385,60fb803fc1c73294,0.06 0.00 1.00 0.98
15399,ad7c0dd4e2200c4f,0.09 0.22 0.69 0.73
27507,fd72cc741a993a16,0.13 0.00 1.00 1.00
8310,63bdbd8db56d3a2b,0.06 0.13 1.00 1.00
2760,2a55c30bf7a81ead,0.05 0.10 0.94 0.95
28226,2eef232fda5caba6,0.06 0.23 0.81 0.85
29075,b64354f0136c9e4e,0.00 0.00 0.57 1.00
10755,2d959d1ea26f4acb,0.00 0.20 0.46 0.84
22351,2cec0a2dac707051,0.13 0.21 0.80 0.96
14623,2cd2b279d3f2bb52,0.03 0.32 1.00 1.00
23571,2ee9a908a1a5e875,0.33 0.28 0.80 0.86
28807,2da68a7a4fef0037,0.22 0.00 1.00 1.00
6217,2b7734b9ba5c985f,0.07 0.00 0.95 0.86
2269,2e43704668458e52,0.20 0.31 0.91 1.00
22983,64ea2839fce3bcf1,0.07 0.25 0.52 0.37
4077,b164b2abc5c60782,0.07 0.00 0.38 1.00
1192,ae759f612a099200,0.14 0.00 0.94 1.00
6155,2d94c28332d8bce3,0.13 0.00 0.92 1.00
20323,b7ea6c786b0c0f3c,0.09 0.00 1.00 1.00
12657,9ed6a181bc6058a1,0.25 0.68 0.51 0.79
8099,2b856f3dfd984e92,0.01 0.15 0.96 0.95
30996,2d7070e84eb4f8b6,0.00 0.00 1.00 1.00
24728,783ded821779d8e8,0.25 0.16 0.70 0.86
21703,305c155289ed27cc,0.05 0.00 0.44 1.00
27702,2a9b879efd1554c3,0.01 0.00 1.00 1.00
18634,2b4bad062c8139a4,0.00 0.00 1.00 0.86
3392,60f50e01847c634c,0.04 0.20 0.79 0.76
18222,64f6842f4ba51d5a,0.00 0.00 0.53 1.00
14335,6070b6f3eb9bc4d7,0.09 0.00 1.00 1.00
29387,629782ec14f5cf01,0.12 0.17 0.79 0.74
19777,acfcb848514fcc64,0.06 0.12 0.81 0.87
27116,77353d31404b8eed,0.01 0.00 0.88 1.00
1244,4962111d2cb3cb15,0.04 0.00 1.00 1.00
25908,2ac224595a441cd7,0.14 0.00 0.36 1.00
7479,7b620a74d5996d98,0.24 0.61 0.50 0.76
7924,b40907e503b453f2,0.00 0.00 0.49 1.00
25554,4e4e08da1e9dea1b,0.27 0.08 0.73 1.00
24825,498a989d424875f0,0.09 0.04 0.79 0.89
30988,62dac30aad11541f,0.19 0.00 1.00 1.00
28906,3250d5f4203e54af,0.04 0.00 1.00 1.00
4262,2b9b508caa62920e,0.17 0.00 1.00 0.78
19608,b027fd32a88ecca6,0.21 0.04 0.85 0.92
31349,30bac012ef9ef56f,0.27 0.02 0.69 1.00
19638,3259142f87759a27,0.00 0.00 0.42 1.00
16094,751c829d7222aa5d,0.30 0.24 0.56 0.43
13506,630818b449298f45,0.47 0.34 0.55 0.68
32168,49cc88af3033a119,0.22 0.24 0.53 0.87
8583,af5ffcb847857e84,0.08 0.12 0.56 0.81
28935,2e66ac0052ec8ff0,0.25 0.00 0.63 0.51
28549,95764bf8724b3258,0.35 0.00 0.50 0.77
21552,2e20b9dcaa45f447,0.35 0.00 1.00 1.00
29529,b5e71ab73a7d9e3d,0.15 0.29 0.72 0.84
2978,73b8f40a0eb6bacd,0.15 0.10 0.83 1.00
22114,2cc7d83827a71de8,0.16 0.16 0.89 0.96
9275,2e0bfef23f5e36ef,0.43 0.17 0.60 1.00
18813,657e2cc8937f73a9,0.08 0.17 0.91 0.79
15892,b5254a1a01ca35d8,0.22 0.31 0.92 0.69
8306,63da8d8f6297dd95,0.40 0.30 0.64 0.66
10251,2b6a7fc4335e24b3,0.09 0.08 0.47 0.48
5439,b54c13151f8d95cf,0.00 0.00 1.00 1.00
14684,7324401a1158bf28,0.00 0.00 1.00 1.00
11836,2b22c375e0edb8f5,0.10 0.26 0.80 0.95
18748,2a068c35a886a720,0.00 0.00 0.75 1.00
4356,2aa8851c0faae566,0.06 0.00 1.00 1.00
6686,65289d657c109e42,0.08 0.22 0.76 0.86
17767,2b57707913939851,0.00 0.00 1.00 1.00
9326,793b4aa6da1c73f9,0.00 0.00 1.00 1.00
